0,0.040208,0.0146748,1.31E-02,0.0060795,,,,,,,,,0.0293496,2.62E-02,,,2
7.20E+08,501.017592,48.02162602,1.78E+01,8.6408,2.01E-09,2.39E-08,1.16E-08,5.53E-09,3.11E-13,9.05E-13,4.16E-13,3.01E-13,96.04325204,35.6,,,
7.30E+08,500.6018931,49.03738311,1.81E+01,8.7878,-1.96E-09,2.40E-08,1.15E-08,5.52E-09,2.26E-13,9.04E-13,4.16E-13,3.01E-13,98.07476622,36.2,,,
7.40E+08,498.7718145,50.05516093,1.84E+01,8.9336,-5.74E-09,2.40E-08,1.15E-08,5.50E-09,1.41E-13,9.03E-13,4.15E-13,3.01E-13,100.1103219,36.8,,,
7.50E+08,495.6113638,51.07414672,1.87E+01,9.0788,-9.30E-09,2.41E-08,1.15E-08,5.49E-09,5.84E-14,9.02E-13,4.15E-13,3.01E-13,102.1482934,37.4,,,
7.60E+08,491.2228983,52.09382167,1.91E+01,9.2228,-1.26E-08,2.41E-08,1.15E-08,5.48E-09,-2.32E-14,9.00E-13,4.15E-13,3.01E-13,104.1876433,38.2,,,
7.70E+08,485.7218874,53.1128176,1.94E+01,9.3656,-1.57E-08,2.41E-08,1.15E-08,5.47E-09,-1.03E-13,8.99E-13,4.14E-13,3.01E-13,106.2256352,38.8,,,
7.80E+08,479.2328996,54.13085616,1.97E+01,9.5072,-1.86E-08,2.42E-08,1.14E-08,5.46E-09,-1.82E-13,8.98E-13,4.14E-13,3.01E-13,108.2617123,39.4,,,
7.90E+08,471.8852477,55.14683055,2.00E+01,9.6474,-2.11E-08,2.42E-08,1.14E-08,5.44E-09,-2.59E-13,8.97E-13,4.14E-13,3.01E-13,110.2936611,40,,,
8.00E+08,463.8088984,56.15978307,2.03E+01,9.7866,-2.35E-08,2.42E-08,1.14E-08,5.43E-09,-3.35E-13,8.96E-13,4.14E-13,3.01E-13,112.3195661,40.6,,,
8.10E+08,455.8656409,57.28860174,2.06E+01,9.9277,-2.60E-08,2.43E-08,1.14E-08,5.43E-09,-4.20E-13,8.94E-13,4.13E-13,3.01E-13,114.5772035,41.2,,,
8.20E+08,447.0506031,58.43050618,2.10E+01,10.069,-2.84E-08,2.44E-08,1.14E-08,5.42E-09,-5.04E-13,8.93E-13,4.13E-13,3.01E-13,116.8610124,42,,,
8.30E+08,437.4998267,59.58551961,2.13E+01,10.211,-3.05E-08,2.45E-08,1.14E-08,5.42E-09,-5.86E-13,8.91E-13,4.13E-13,3.01E-13,119.1710392,42.6,,,
8.40E+08,427.3481748,60.75363398,2.16E+01,10.353,-3.23E-08,2.46E-08,1.14E-08,5.42E-09,-6.67E-13,8.90E-13,4.12E-13,3.00E-13,121.507268,43.2,,,
8.50E+08,416.725422,61.93483637,2.19E+01,10.494,-3.39E-08,2.47E-08,1.14E-08,5.41E-09,-7.46E-13,8.88E-13,4.12E-13,3.00E-13,123.8696727,43.8,,,
8.60E+08,405.7536844,63.12909891,2.22E+01,10.634,-3.52E-08,2.48E-08,1.14E-08,5.41E-09,-8.23E-13,8.87E-13,4.12E-13,3.00E-13,126.2581978,44.4,,,
8.70E+08,394.5462335,64.33638277,2.26E+01,10.775,-3.64E-08,2.49E-08,1.14E-08,5.40E-09,-8.98E-13,8.86E-13,4.11E-13,3.00E-13,128.6727655,45.2,,,
8.80E+08,383.2055409,65.55664102,2.29E+01,10.913,-3.73E-08,2.50E-08,1.14E-08,5.40E-09,-9.72E-13,8.84E-13,4.11E-13,3.00E-13,131.113282,45.8,,,
8.90E+08,371.8228748,66.78980247,2.32E+01,11.057,-3.81E-08,2.51E-08,1.14E-08,5.40E-09,-1.04E-12,8.83E-13,4.11E-13,3.00E-13,133.5796049,46.4,,,
9.00E+08,360.4781648,68.03579691,2.35E+01,11.197,-3.86E-08,2.52E-08,1.14E-08,5.39E-09,-1.11E-12,8.81E-13,4.10E-13,3.00E-13,136.0715938,47,,,
9.10E+08,349.7859397,69.17755647,2.38E+01,11.321,-3.90E-08,2.53E-08,1.13E-08,5.38E-09,-1.18E-12,8.80E-13,4.10E-13,3.00E-13,138.3551129,47.6,,,
9.20E+08,339.2222862,70.32884689,2.41E+01,11.443,-3.93E-08,2.54E-08,1.13E-08,5.38E-09,-1.24E-12,8.78E-13,4.09E-13,3.00E-13,140.6576938,48.2,,,
9.30E+08,328.8327348,71.48953549,2.44E+01,11.565,-3.94E-08,2.55E-08,1.13E-08,5.37E-09,-1.30E-12,8.77E-13,4.09E-13,3.00E-13,142.979071,48.8,,,
9.40E+08,318.6546659,72.65951355,2.46E+01,11.686,-3.94E-08,2.56E-08,1.13E-08,5.36E-09,-1.36E-12,8.75E-13,4.09E-13,3.00E-13,145.3190271,49.2,,,
9.50E+08,308.718667,73.83859948,2.49E+01,11.806,-3.94E-08,2.56E-08,1.13E-08,5.35E-09,-1.42E-12,8.74E-13,4.08E-13,3.00E-13,147.677199,49.8,,,
9.60E+08,299.0486065,75.02662732,2.52E+01,11.925,-3.92E-08,2.57E-08,1.13E-08,5.34E-09,-1.47E-12,8.72E-13,4.08E-13,3.00E-13,150.0532546,50.4,,,
9.70E+08,289.6626676,76.22345365,2.55E+01,12.044,-3.90E-08,2.58E-08,1.12E-08,5.33E-09,-1.53E-12,8.71E-13,4.08E-13,3.00E-13,152.4469073,51,,,
9.80E+08,280.5739924,77.42884349,2.58E+01,12.162,-3.86E-08,2.59E-08,1.12E-08,5.32E-09,-1.58E-12,8.70E-13,4.07E-13,3.00E-13,154.857687,51.6,,,
9.90E+08,271.7913676,78.6426182,2.60E+01,12.28,-3.83E-08,2.60E-08,1.12E-08,5.31E-09,-1.63E-12,8.68E-13,4.07E-13,3.00E-13,157.2852364,52,,,
1.00E+09,263.3198449,79.86454288,2.63E+01,12.397,-3.79E-08,2.61E-08,1.12E-08,5.30E-09,-1.68E-12,8.67E-13,4.07E-13,2.99E-13,159.7290858,52.6,,,
